Título;Provincia;Fecha publicación;Descripción;ProvinciaAlternativa;FuenteContenido;ID Localidad;Localidad;Latitud;Longitud;Código localidad;Identificador;actualizacion de metadatos;Enlace al contenido;Posicion
ENFERMEROS DE CUIDADOS GENERALES;Valladolid;2026-09-18;<p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394546'>Oficina Virtual</a></p>;;ECYL;1179469269587;Olmedo;41.290646;-4.680728;47;1285680342334;2026-09-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285680342334/Empleo;41.290646, -4.680728
MONITORES Y/O ANIMADORES DEPORTIVOS;Valladolid;2026-09-18;<p>GRADO EN CIENCIAS DE LA ACTIVIDAD FISICA Y DEL DEPORTE Para contrato indefinido a jornada parcial en Valladolid como instructor para actividades deportivas de adultos.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394629'>Oficina Virtual</a></p>;;ECYL;1179469311668;Valladolid;41.652252;-4.724532;47;1285680287971;2026-09-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285680287971/Empleo;41.652252, -4.724532
CONDUCTORES DE CAMIÓN, EN GENERAL;Valladolid;2026-09-18;<p>Empresa de transportes en Medina del Campo necesita conductor de camión trailer (C+E). Ofrece contrato laboral indefinido a jornada completa. Interesados contactar con la empresa en el teléfono 983837211.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394617'>Oficina Virtual</a></p>;;ECYL;1179469263156;Medina del Campo;41.308163;-4.915477;47;1285680288317;2026-09-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285680288317/Empleo;41.308163, -4.915477
2 Técnico/a Medio/a en Animación Comunitaria para Ayto. de Valladolid;Valladolid;2026-09-18;"<p><strong>Convoca: </strong> Ayuntamiento de Valladolid</p>
<p><strong>Cuerpo: </strong>TÉCNICO/A MEDIO/A EN ANIMACIÓN COMUNITARIA</p>
<p><strong>Plazas:</strong> 2+Bolsa</p>
<p><strong>Acceso: </strong> Oposición</p>
<p><strong>Titulación: </strong> Grado o Diplomatura en Trabajo Social o en Educación Social</p>
<p><strong>Plazo: </strong> 8 de octubre de 2026</p><p><strong>Información obtenida de: </strong>Empleo público. BOCYL 10/08/2026, BOP Valladolid 12/08/2026; BOE 18/09/2026</p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://www.boe.es/boe/dias/2026/09/18/pdfs/BOE-A-2026-19454.pdf' target='_blank'>Consulte anuncio en BOE 18/09/2026</a></li><li><a href='https://bocyl.jcyl.es/boletines/2026/08/10/pdf/BOCYL-D-10082026-153-24.pdf' target='_blank'>Consulte bases en BOCYL 10/08/2026</a></li></ul></p>";;Organismo oficial;1179469311668;Valladolid;41.652252;-4.724532;47;1285680302801;2026-09-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285680302801/Empleo;41.652252, -4.724532
2 Técnico/a Medio/a en Animación Comunitaria para Ayto. de Valladolid;Valladolid;2026-09-18;"<p><strong>Convoca: </strong> Ayuntamiento de Valladolid</p>
<p><strong>Cuerpo: </strong>TÉCNICO/A MEDIO/A EN ANIMACIÓN COMUNITARIA</p>
<p><strong>Plazas:</strong> 2+Bolsa</p>
<p><strong>Acceso: </strong> Oposición</p>
<p><strong>Titulación: </strong> Grado o Diplomatura en Trabajo Social o en Educación Social</p>
<p><strong>Plazo: </strong> 8 de octubre de 2026</p><p><strong>Información obtenida de: </strong>Empleo público. BOCYL 10/08/2026, BOP Valladolid 12/08/2026; BOE 18/09/2026</p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://bocyl.jcyl.es/boletines/2026/08/10/pdf/BOCYL-D-10082026-153-24.pdf' target='_blank'>Consulte bases en BOCYL 10/08/2026</a></li><li><a href='https://www.boe.es/boe/dias/2026/09/18/pdfs/BOE-A-2026-19454.pdf' target='_blank'>Consulte anuncio en BOE 18/09/2026</a></li></ul></p>";;Organismo oficial;1179469311668;Valladolid;41.652252;-4.724532;47;1285680300372;2026-09-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285680300372/Empleo;41.652252, -4.724532
2 Técnico/a Medio/a en Animación Comunitaria para Ayto. de Valladolid;Valladolid;2026-09-18;"<p><strong>Convoca: </strong> Ayuntamiento de Valladolid</p>
<p><strong>Cuerpo: </strong>TÉCNICO/A MEDIO/A EN ANIMACIÓN COMUNITARIA</p>
<p><strong>Plazas:</strong> 2+Bolsa</p>
<p><strong>Acceso: </strong> Oposición</p>
<p><strong>Titulación: </strong> Grado o Diplomatura en Trabajo Social o en Educación Social</p>
<p><strong>Plazo: </strong> 8 de octubre de 2026</p><p><strong>Información obtenida de: </strong>Empleo público. BOCYL 10/08/2026, BOP Valladolid 12/08/2026; BOE 18/09/2026</p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://bocyl.jcyl.es/boletines/2026/08/10/pdf/BOCYL-D-10082026-153-24.pdf' target='_blank'>Consulte bases en BOCYL 10/08/2026</a></li><li><a href='https://www.boe.es/boe/dias/2026/09/18/pdfs/BOE-A-2026-19454.pdf' target='_blank'>Consulte anuncio en BOE 18/09/2026</a></li></ul></p>";;Organismo oficial;1179469311668;Valladolid;41.652252;-4.724532;47;1285680301175;2026-09-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285680301175/Empleo;41.652252, -4.724532
TRABAJADORES DE GANADO OVINO Y CAPRINO;Valladolid;2026-09-18;<p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=393750'>Oficina Virtual</a></p>;;ECYL;1179469279381;Quintanilla del Molar;41.989265;-5.4496074;47;1285680288239;2026-09-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285680288239/Empleo;41.989265, -5.4496074
Oficiales albañilería;Valladolid;2026-09-18;"<p>Empresa constructora, en Valladolid, necesita oficiales de albañilería.</p>
<p>Tfno. 695410272 / 625916817</p>
Oferta publicada en El Norte de Castilla";;Internet / Prensa;;;;;;1285680217387;2026-09-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285680217387/Empleo;
CUIDADORES DE PERSONAS CON DISCAPACIDAD Y/O DEPENDENCIA, EN INSTITUCIONES;Zamora;2026-09-18;"<p>Oferta número: 19.790 GEROCULTOR-A / AUXILIAR DE ENFERMERÍA en TORO (Zamora).
FUNCIONES: Se precisa personal para sustitucion de Gerocultor-a, en la localidad de Toro (Zamora).
CONDICIONES: se ofrece contrato laboral Temporal, jornada completa, 40 h/semana de lunes a viernes, turno partido.
REQUISITOS: Titulación TCAE, Atención sociosanitaria instituciones.
Los interesados/as deberán remitir su CV al email: ecyltoro@jcyl.es Indicando en el asunto: número de oferta: 19.790 - Gerocultor/a.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394606'>Oficina Virtual</a></p>";;ECYL;1179469472195;Toro;41.52475;-5.394138;49;1285680535849;2026-09-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285680535849/Empleo;41.52475, -5.394138
COCINEROS, EN GENERAL;Ávila;2026-09-17;<p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394263'>Oficina Virtual</a></p>;;ECYL;1179297191660;Arévalo;41.0660421103;-4.71934952088;05;1285679965296;2026-09-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285679965296/Empleo;41.0660421103, -4.71934952088
PANADEROS;Ávila;2026-09-17;<p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394480'>Oficina Virtual</a></p>;;ECYL;1179297230637;Mediana de Voltoya;40.7007;-4.563919;05;1285679738648;2026-09-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285679738648/Empleo;40.7007, -4.563919
ALBAÑILES;Ávila;2026-09-17;<p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394381'>Oficina Virtual</a></p>;;ECYL;1179297192481;Ávila;40.656685;-4.6812086;05;1285679738620;2026-09-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285679738620/Empleo;40.656685, -4.6812086
COCINEROS, EN GENERAL;Burgos;2026-09-17;"<p>PUESTO SOLICITADO: Ayudante de cocina y barra. 
LOCALIDAD: Burgos. 
SE OFRECE: Jornada parcial de fines de semana y festivos (08:00 a 16:00). Contrato temporal 6 meses.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394539'>Oficina Virtual</a></p>";;ECYL;1179297447246;Burgos;42.3408235575;-3.70205869083;09;1285679847318;2026-09-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285679847318/Empleo;42.3408235575, -3.70205869083
CUIDADORES DE PERSONAS CON DISCAPACIDAD Y/O DEPENDENCIA, EN INSTITUCIONES;Burgos;2026-09-17;"<p>Buscamos Gerocultor/a para nuestra residencia de mayores en Castrojeriz. 
Tu misión será atender y cuidar a nuestros residentes en sus actividades diarias, asegurando su bienestar y confort.
Funciones principales:
-Higiene y aseo personal de los residentes.
-Ayuda en la alimentación y control de dietas.
-Movilizaciones, traslados y cambios posturales.
-Acompañamiento y apoyo en el día a día.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394554'>Oficina Virtual</a></p>";;ECYL;1179297457373;Castrojeriz;42.2879458448;-4.13752099399;09;1285679847672;2026-09-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285679847672/Empleo;42.2879458448, -4.13752099399
FISIOTERAPEUTAS, EN GENERAL;Burgos;2026-09-17;"<p>Buscamos un/a Fisioterapeuta comprometido/a y con vocación por la geriatría para unirse al equipo interdisciplinar de nuestra residencia de mayores. 
Tu objetivo principal será mantener, mejorar y recuperar la capacidad funcional de los residentes, promoviendo su autonomía y garantizando su máxima calidad de vida mediante tratamientos personalizados.
Valorar y tratar: Evaluar físicamente a los residentes y aplicar terapias individuales de rehabilitación.
Prevenir el deterioro: Dirigir talleres de gimnasia grupal y actividades para evitar caídas.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394516'>Oficina Virtual</a></p>";;ECYL;1179297457373;Castrojeriz;42.2879458448;-4.13752099399;09;1285679800718;2026-09-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285679800718/Empleo;42.2879458448, -4.13752099399
ALBAÑILES;Burgos;2026-09-17;"<p>Todo lo relacionado en la construcción de viviendas.
Colocación de ladrillos caravista
Colocación de teja
Echado de solera.
Colocación de azulejos en suelos y paredes de cocina y baño.
Lucir Pladur.
Lucir fachada de S.A.T.E.
Cogida de cajas y tapado de rozas</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394574'>Oficina Virtual</a></p>";;ECYL;1179297707000;Villagonzalo Pedernales;42.301407;-3.7365916;09;1285679903710;2026-09-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285679903710/Empleo;42.301407, -3.7365916
DIRECTORES DE SERVICIOS SOCIALES PARA PERSONAS MAYORES;Burgos;2026-09-17;"<p>CONTRATO INDEFINIDA . JORNADA COMPLETA
- Dirigir, organizar y coordinar el funcionamiento general del centro.
- Garantizar una atención integral, digna y personalizada a las personas residentes.
- Supervisar el cumplimiento de la normativa sanitaria, social, laboral y de protección de datos.
- Coordinar y supervisar al personal: turnos, funciones, formación, desempeño y necesidades de plantilla.
- Atender a residentes y familiares, gestionar incidencias, reclamaciones y sugerencia.
- Controlar la ocupación del centro, las admisiones, altas, bajas y traslados.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394560'>Oficina Virtual</a></p>";;ECYL;1179297580282;Peñaranda de Duero;41.68885;-3.4795034;09;1285679848500;2026-09-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285679848500/Empleo;41.68885, -3.4795034
CUIDADORES DE PERSONAS CON DISCAPACIDAD Y/O DEPENDENCIA, EN INSTITUCIONES;Burgos;2026-09-17;"<p>CONTRATO LABOARAL INDEFINIDO. JORNADA COMPLETA
Titulación requerida: TCAE, Técnico en Atención a Personas en Situación de Dependencia, certificado de profesionalidad equivalente o habilitación profesional.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394599'>Oficina Virtual</a></p>";;ECYL;1179297580282;Peñaranda de Duero;41.68885;-3.4795034;09;1285679903297;2026-09-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285679903297/Empleo;41.68885, -3.4795034
CONDUCTORES DE CAMIÓN, EN GENERAL;León;2026-09-17;"<p>Oferta 19791 de conductor de camión trailer con experiencia para empresa en Ardoncino. Ruta nacional
Contrato indefinido, jornada completa
Se requiere carnet C+E y el CAP
Interesados ponerse en contacto con la oficina de empleo Serna.Tf.987215200</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394607'>Oficina Virtual</a></p>";;ECYL;1179297832581;Chozas de Abajo;42.50797;-5.686555;24;1285679966602;2026-09-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285679966602/Empleo;42.50797, -5.686555
PERSONAL DE LIMPIEZA O LIMPIADORES EN GENERAL;León;2026-09-17;<p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394218'>Oficina Virtual</a></p>;;ECYL;1179298014698;Villagatón;42.63525;-6.161647;24;1285679848328;2026-09-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285679848328/Empleo;42.63525, -6.161647
PERSONAL DE LIMPIEZA O LIMPIADORES EN GENERAL;León;2026-09-17;"<p>OFerta 19704: Personal de limpieza para Onzonilla.
Contrato temporal a jornada parcial.
Interesados llamar a la Oficina Empleo Serna al tlfno 987215200</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394520'>Oficina Virtual</a></p>";;ECYL;1179297876426;Onzonilla;42.524754;-5.580901;24;1285679800330;2026-09-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285679800330/Empleo;42.524754, -5.580901
FISIOTERAPEUTAS, EN GENERAL;León;2026-09-17;<p>CONTRATO PARA CEE NTRA. SR. DEL SAGRADO CORAZÓN DE LEÓN. CONTRATA LA DIRECCIÓN PROVINCIAL DE LEÓN</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394399'>Oficina Virtual</a></p>;;ECYL;1179297860755;León;42.59873;-5.5670958;24;1285679904979;2026-09-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285679904979/Empleo;42.59873, -5.5670958
ENCARGADOS DE OBRA DE EDIFICACIÓN, EN GENERAL;León;2026-09-17;<p>Para León. Perfil con formación en FP Grado Superior en Edificación / Obra Civil, Arquitectura Técnica o experiencia equivalente como Encargado. Contrato indefinido, jornada completa. Còntactar con Oficina de Empleo León Centro, teléfono 987249530 (Ofertas)</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394581'>Oficina Virtual</a></p>;;ECYL;1179297860755;León;42.59873;-5.5670958;24;1285679902996;2026-09-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285679902996/Empleo;42.59873, -5.5670958
MANICUROS Y/O PEDICUROS;León;2026-09-17;<p>Para León. Experiencia mínima un año. Contrato temporal, con posibilidad de indefinido. Jornada completa. Contactar con Oficina de Empleo León Centro, teléfono 987249530 (Ofertas)</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394510'>Oficina Virtual</a></p>;;ECYL;1179297860755;León;42.59873;-5.5670958;24;1285679800820;2026-09-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285679800820/Empleo;42.59873, -5.5670958
FORMADORES DE FORMACIÓN NO REGLADA;León;2026-09-17;<p>Oferta nº 19702 Formador de Formación no Reglada para empresa en Santovenia de la Valdoncina.Se requiere titulo Universitario de Trabajo Social y conocimientos de inglés.Contrato indefinido jornada completa. Interesados/as llamar a la Oficina de Empleo León Serna tfn:987215200.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394518'>Oficina Virtual</a></p>;;ECYL;1179297876426;Onzonilla;42.524754;-5.580901;24;1285679800690;2026-09-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285679800690/Empleo;42.524754, -5.580901
COCINEROS, EN GENERAL;León;2026-09-17;<p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394185'>Oficina Virtual</a></p>;;ECYL;1179297815620;Castrocontrigo;42.18355;-6.186261;24;1285679771601;2026-09-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285679771601/Empleo;42.18355, -6.186261
ALBAÑILES;León;2026-09-17;"<p>Nº OFERTA 19767 UN PUESTO DE OFICIAL DE ALBAÑILERIA PARA PONFERRADA. 
FUNCIONES: interpretación de planos, construcción y levantamiento, reparaciones y mantenimiento, acabados y revestimientos.
CONDICIONES: Contrato indefinido y jornada completa
PERSONAS INTERESADAS CONTACTAR O.E DE PONFERRADA TEFL.: 987 410 859 EXT-2</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394583'>Oficina Virtual</a></p>";;ECYL;1179297888504;Ponferrada;42.549995;-6.598259;24;1285679903738;2026-09-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285679903738/Empleo;42.549995, -6.598259
CONDUCTORES-OPERADORES DE GRÚA TORRE;León;2026-09-17;<p>OFERTA 19766. Se requiere 2 operadores de grúa torre para empresa de León con carné de gruista y curso de 20 horas de aparatos elevadores. Contrato indefinido, jornada completa. Interesados contactar con oficina de empleo León Centro. C/ Ramón y Cajal 14, tfno. 987 24 95 30, sección ofertas.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394582'>Oficina Virtual</a></p>;;ECYL;1179297860755;León;42.59873;-5.5670958;24;1285679904353;2026-09-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285679904353/Empleo;42.59873, -5.5670958
EMPLEADOS ADMINISTRATIVOS, EN GENERAL;León;2026-09-17;<p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=394575'>Oficina Virtual</a></p>;;ECYL;1179298009177;Villadangos del Páramo;42.516865;-5.7671404;24;1285679902755;2026-09-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285679902755/Empleo;42.516865, -5.7671404
Profesor/a de Teclado y Lenguaje musical para Ayto. de Villablino (León);León;2026-09-17;"<p><strong>Convoca:</strong> Ayuntamiento de Villablino</p>
<p><strong>Cuerpo:</strong> PROFESOR/A DE TECLADO Y LENGUAJE MUSICAL</p>
<p><strong>Plazas:</strong> 1 (Interino/a)</p>
<p><strong>Acceso</strong> Concurso - oposición</p>
<p><strong>Titulación:</strong> Título de bachiller y del título profesional de grado medio de música en la especialidad de piano</p>
<p><strong>Plazo:</strong> 26 de septiembre de 2026</p>
<p><strong>Observaciones: </strong></p>
<ul>
<li>Contrato de sustitución/interinidad para cubrir baja por paternidad</li>
</ul><p><strong>Información obtenida de: </strong>Empleo público. BOP León 16/09/2026</p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://bop.dipuleon.es/export/sites/bop/.galleries/Documentos-Anuncios-en-PDF/firmado-1789533951839-final-8b7cb4d.pdf' target='_blank'>Enlace a Convocatoria en BOP</a></li></ul></p>";;Organismo oficial;1179298006426;Villablino;42.94157;-6.327653;24;1285679824793;2026-09-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285679824793/Empleo;42.94157, -6.327653
